日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
2012/3/15,'000001,上证指数,2373.774,2403.742,2366.024,2388.063,2391.23,-17.456,-0.73,120025499,1.12E+11
2012/3/16,'000001,上证指数,2404.736,2406.148,2368.311,2377.757,2373.774,30.962,1.3043,103675622,1.02E+11
2012/3/19,'000001,上证指数,2410.184,2412.336,2383.674,2401.217,2404.736,5.448,0.2266,102153490,1.03E+11
2012/3/20,'000001,上证指数,2376.839,2407.542,2376.031,2407.542,2410.184,-33.345,-1.3835,97903935,94620915242
2012/3/21,'000001,上证指数,2378.195,2396.722,2361.222,2384.709,2376.839,1.356,0.0571,95686538,94949639342
2012/3/22,'000001,上证指数,2375.772,2386.099,2364.13,2376.991,2378.195,-2.423,-0.1019,79348880,76900869341
2012/3/23,'000001,上证指数,2349.539,2371.263,2342.12,2369.077,2375.772,-26.233,-1.1042,76862139,74138712972
2012/3/26,'000001,上证指数,2350.599,2357.996,2339.141,2349.086,2349.539,1.06,0.0451,55427733,54051832906
2012/3/27,'000001,上证指数,2347.179,2363.766,2344.304,2358.545,2350.599,-3.42,-0.1455,60881116,65159971554
2012/3/28,'000001,上证指数,2284.881,2341.42,2281.433,2341.003,2347.179,-62.298,-2.6542,83645283,78231139045
2012/3/29,'000001,上证指数,2252.16,2280.958,2242.345,2276.74,2284.881,-32.721,-1.4321,74248084,68018095501
2012/3/30,'000001,上证指数,2262.788,2266.208,2246.245,2256.042,2252.16,10.628,0.4719,62024147,55962029859
2012/4/5,'000001,上证指数,2302.241,2303.824,2251.393,2258.031,2262.788,39.453,1.7436,80101456,74602339783
2012/4/6,'000001,上证指数,2306.553,2309.64,2291.559,2299.055,2302.241,4.312,0.1873,72136521,68863352285
2012/4/9,'000001,上证指数,2285.777,2304.65,2284.442,2300.051,2306.553,-20.776,-0.9007,59760639,55129724461
2012/4/10,'000001,上证指数,2305.863,2306.387,2258.853,2281.024,2285.777,20.086,0.8787,67345526,63133960653
2012/4/11,'000001,上证指数,2308.925,2319.053,2280.035,2286.716,2305.863,3.062,0.1328,75130070,67516502992
2012/4/12,'000001,上证指数,2350.864,2351.055,2307.841,2310.484,2308.925,41.939,1.8164,97687895,87315827000
2012/4/13,'000001,上证指数,2359.161,2369.701,2346.944,2351.513,2350.864,8.297,0.3529,98774414,92321434038
2012/4/16,'000001,上证指数,2357.026,2364.111,2342.199,2346.307,2359.161,-2.135,-0.0905,85322682,73752833490
2012/4/17,'000001,上证指数,2334.985,2363.013,2333.341,2355.369,2357.026,-22.041,-0.9351,84688445,72470714424
2012/4/18,'000001,上证指数,2380.848,2383.64,2337.857,2341.135,2334.985,45.863,1.9642,108612544,93123038358
2012/4/19,'000001,上证指数,2378.634,2386.978,2369.459,2378.632,2380.848,-2.214,-0.093,94272421,89960919583
2012/4/20,'000001,上证指数,2406.863,2407.294,2372.13,2374.662,2378.634,28.229,1.1868,115522062,1.02E+11
2012/4/23,'000001,上证指数,2388.588,2411.51,2383.068,2403.521,2406.863,-18.275,-0.7593,122907558,1.09E+11
2012/4/24,'000001,上证指数,2388.834,2415.749,2350.399,2380.236,2388.588,0.246,0.0103,133722354,1.17E+11
2012/4/25,'000001,上证指数,2406.813,2411.421,2376.626,2382.211,2388.834,17.979,0.7526,130972867,1.13E+11
2012/4/26,'000001,上证指数,2404.697,2414.754,2393.265,2408.558,2406.813,-2.116,-0.0879,115529587,1.05E+11
2012/4/27,'000001,上证指数,2396.316,2408.42,2393.867,2402.431,2404.697,-8.381,-0.3485,91228350,84016072396
2012/5/2,'000001,上证指数,2438.436,2446.35,2407.788,2421.082,2396.316,42.12,1.7577,128006006,1.24E+11
2012/5/3,'000001,上证指数,2440.08,2441.953,2427.728,2433.589,2438.436,1.644,0.0674,102248493,1.02E+11
2012/5/4,'000001,上证指数,2452.014,2453.731,2427.969,2437.465,2440.08,11.934,0.4891,102204871,1.02E+11
2012/5/7,'000001,上证指数,2451.947,2451.947,2432.736,2441.757,2452.014,-0.067,-0.0027,108830107,1.11E+11
2012/5/8,'000001,上证指数,2448.884,2451.598,2431.025,2451.575,2451.947,-3.063,-0.1249,104855537,1.05E+11
2012/5/9,'000001,上证指数,2408.587,2432.472,2407.509,2432.472,2448.884,-40.297,-1.6455,97902212,99521226356
2012/5/10,'000001,上证指数,2410.23,2419.121,2402.204,2409.945,2408.587,1.643,0.0682,81698471,81054861426
2012/5/11,'000001,上证指数,2394.983,2415.977,2393.378,2406.074,2410.23,-15.247,-0.6326,74863995,75815758028
2012/5/14,'000001,上证指数,2380.725,2411.272,2377.983,2408.262,2394.983,-14.258,-0.5953,90526339,89364340585
2012/5/15,'000001,上证指数,2374.843,2376.594,2354.614,2367.083,2380.725,-5.882,-0.2471,77922916,77334728771
2012/5/16,'000001,上证指数,2346.192,2372.032,2344.5,2369.295,2374.843,-28.651,-1.2064,76733829,74181725328
2012/5/17,'000001,上证指数,2378.886,2383.306,2342.352,2347.177,2346.192,32.694,1.3935,86870030,81458439849
2012/5/18,'000001,上证指数,2344.52,2369.598,2338.241,2364.899,2378.886,-34.366,-1.4446,89689419,78956446671
2012/5/21,'000001,上证指数,2348.3,2360.386,2330.325,2343.576,2344.52,3.78,0.1612,74840341,70052964572
2012/5/22,'000001,上证指数,2373.307,2374.056,2354.868,2355.732,2348.3,25.007,1.0649,76779780,75374527235
2012/5/23,'000001,上证指数,2363.437,2378.077,2350.548,2369.265,2373.307,-9.87,-0.4159,84216580,84886660758
2012/5/24,'000001,上证指数,2350.973,2373.057,2344.58,2359.682,2363.437,-12.464,-0.5274,79206805,76840602473
2012/5/25,'000001,上证指数,2333.553,2355.808,2327.408,2350.541,2350.973,-17.42,-0.741,74019252,68024547810
2012/5/28,'000001,上证指数,2361.367,2361.744,2309.072,2325.317,2333.553,27.814,1.1919,94962105,86735892422
2012/5/29,'000001,上证指数,2389.636,2393.279,2358.374,2361.003,2361.367,28.269,1.1971,117157725,1.11E+11
2012/5/30,'000001,上证指数,2384.668,2391.691,2378.133,2385.392,2389.636,-4.968,-0.2079,89809793,84828401300
2012/5/31,'000001,上证指数,2372.234,2382.989,2362.314,2370.007,2384.668,-12.434,-0.5214,77890228,75383460178
2012/6/1,'000001,上证指数,2373.436,2388.087,2365.442,2373.224,2372.234,1.202,0.0507,77021923,77078144800
2012/6/4,'000001,上证指数,2308.55,2348.199,2308.229,2346.984,2373.436,-64.886,-2.7338,90179347,86903299584
2012/6/5,'000001,上证指数,2311.916,2323.298,2304.046,2313.741,2308.55,3.366,0.1458,66078528,64099737588
2012/6/6,'000001,上证指数,2309.555,2323.113,2301.035,2315.561,2311.916,-2.361,-0.1021,58532028,58562081283
2012/6/7,'000001,上证指数,2293.13,2328.672,2288.665,2324.672,2309.555,-16.425,-0.7112,60232048,59646400379
2012/6/8,'000001,上证指数,2281.447,2306.882,2276.714,2306.219,2293.13,-11.683,-0.5095,67924641,63755911203
2012/6/11,'000001,上证指数,2305.856,2311.772,2278.163,2282.891,2281.447,24.409,1.0699,64197967,60177220468
2012/6/12,'000001,上证指数,2289.791,2298.95,2280.951,2295.07,2305.856,-16.065,-0.6967,59941982,55298586708
2012/6/13,'000001,上证指数,2318.924,2319.714,2284.65,2289.707,2289.791,29.133,1.2723,78454349,73945581880
2012/6/14,'000001,上证指数,2295.946,2314.585,2293.065,2306.781,2318.924,-22.978,-0.9909,71633722,68928753615
2012/6/15,'000001,上证指数,2306.85,2314.242,2283.4,2299.781,2295.946,10.904,0.4749,68687579,67855914889
2012/6/18,'000001,上证指数,2316.052,2325.052,2309.709,2313.53,2306.85,9.202,0.3989,60594622,60309396127
2012/6/19,'000001,上证指数,2300.795,2313.455,2298.394,2313.455,2316.052,-15.257,-0.6588,60135905,57869602291
2012/6/20,'000001,上证指数,2292.877,2304.458,2291.541,2300.406,2300.795,-7.918,-0.3441,54103955,50568121867
2012/6/21,'000001,上证指数,2260.877,2288.454,2253.789,2288.454,2292.877,-32,-1.3956,58992012,54696856218
2012/6/25,'000001,上证指数,2224.114,2253.514,2223.054,2253.514,2260.877,-36.763,-1.6261,59768952,54809336014
2012/6/26,'000001,上证指数,2222.067,2229.24,2203.944,2214.649,2224.114,-2.047,-0.092,52940798,47281397826
2012/6/27,'000001,上证指数,2216.934,2233.543,2213.323,2219.944,2222.067,-5.133,-0.231,51049128,45220313771
2012/6/28,'000001,上证指数,2195.843,2224.155,2195.356,2220.236,2216.934,-21.091,-0.9514,54182183,50299744713
2012/6/29,'000001,上证指数,2225.431,2226.485,2188.716,2190.576,2195.843,29.588,1.3475,61441886,55964660552
2012/7/2,'000001,上证指数,2226.11,2234.873,2215.358,2234.32,2225.431,0.679,0.0305,62196207,60638957821
2012/7/3,'000001,上证指数,2229.193,2244.832,2219.05,2225.568,2226.11,3.083,0.1385,62703021,60441034732
2012/7/4,'000001,上证指数,2227.315,2239.27,2219.448,2233.335,2229.193,-1.878,-0.0842,55273656,52367380262
2012/7/5,'000001,上证指数,2201.353,2218.216,2192.648,2218.216,2227.315,-25.962,-1.1656,57967934,52088149213
2012/7/6,'000001,上证指数,2223.579,2227.473,2185.522,2203.73,2201.353,22.226,1.0097,76557917,70766413523
2012/7/9,'000001,上证指数,2170.814,2216.697,2168.608,2210.714,2223.579,-52.765,-2.373,75111472,69313222932
2012/7/10,'000001,上证指数,2164.437,2178.195,2156.726,2166.947,2170.814,-6.377,-0.2938,58993972,53225562146
2012/7/11,'000001,上证指数,2175.383,2176.491,2156.596,2160.02,2164.437,10.946,0.5057,58614472,53413031939
2012/7/12,'000001,上证指数,2185.491,2197.044,2152.675,2172.064,2175.383,10.108,0.4647,82133762,79627358213
2012/7/13,'000001,上证指数,2185.895,2198.661,2177.924,2180.172,2185.491,0.404,0.0185,57546838,56114765517
2012/7/16,'000001,上证指数,2147.955,2188.063,2146.154,2187.887,2185.895,-37.94,-1.7357,67487681,62714719943
2012/7/17,'000001,上证指数,2161.186,2165.335,2141.481,2142.43,2147.955,13.231,0.616,55184408,52050624697
2012/7/18,'000001,上证指数,2169.099,2170.296,2138.792,2159.857,2161.186,7.913,0.3661,66552659,59282117140
2012/7/19,'000001,上证指数,2184.841,2197.79,2159.943,2164.274,2169.099,15.742,0.7257,79338049,68350742556
2012/7/20,'000001,上证指数,2168.638,2185.733,2162.064,2180.012,2184.841,-16.203,-0.7416,64346672,54549966992
2012/7/23,'000001,上证指数,2141.402,2154.171,2135.563,2154.171,2168.638,-27.236,-1.2559,55677081,47984498101
2012/7/24,'000001,上证指数,2146.589,2158.948,2131.013,2132.317,2141.402,5.187,0.2422,54411286,46650467118
2012/7/25,'000001,上证指数,2136.151,2151.45,2132.833,2141.036,2146.589,-10.438,-0.4863,48575894,41112394801
2012/7/26,'000001,上证指数,2126.004,2147.664,2124.155,2134.987,2136.151,-10.147,-0.475,52884076,44906166094
2012/7/27,'000001,上证指数,2128.765,2139.154,2120.63,2132.009,2126.004,2.761,0.1299,52076920,46680223948
2012/7/30,'000001,上证指数,2109.914,2137.736,2107.634,2128.159,2128.765,-18.851,-0.8855,51992383,42406106639
2012/7/31,'000001,上证指数,2103.634,2116.904,2100.252,2109.325,2109.914,-6.28,-0.2976,53456097,43470814409
2012/8/1,'000001,上证指数,2123.36,2130.712,2101.708,2101.723,2103.634,19.726,0.9377,53804602,44407565240
2012/8/2,'000001,上证指数,2111.182,2126.46,2103.495,2120.146,2123.36,-12.178,-0.5735,53467539,41781302309
2012/8/3,'000001,上证指数,2132.796,2133.266,2108.33,2113.964,2111.182,21.614,1.0238,53371329,43755341373
2012/8/6,'000001,上证指数,2154.916,2158.681,2127.263,2129.148,2132.796,22.12,1.0371,71843204,61162418837
2012/8/7,'000001,上证指数,2157.62,2159.683,2148.897,2153.093,2154.916,2.704,0.1255,75049798,61939172451
2012/8/8,'000001,上证指数,2160.99,2168.734,2153.02,2158.982,2157.62,3.37,0.1562,72869536,62324848205
2012/8/9,'000001,上证指数,2174.102,2175.545,2148.694,2159.434,2160.99,13.112,0.6068,72529246,65269645651
2012/8/10,'000001,上证指数,2168.814,2176.795,2165.284,2172.964,2174.102,-5.288,-0.2432,68368559,60929040657
2012/8/13,'000001,上证指数,2136.078,2164.043,2134.554,2164.043,2168.814,-32.736,-1.5094,71352322,63097889074
2012/8/14,'000001,上证指数,2142.525,2144.006,2119.253,2137.047,2136.078,6.447,0.3018,67571589,59676955655
2012/8/15,'000001,上证指数,2118.945,2139.142,2118.503,2138.278,2142.525,-23.58,-1.1006,54609394,45974551736
2012/8/16,'000001,上证指数,2112.197,2122.683,2109.658,2116.08,2118.945,-6.748,-0.3185,45173009,38983892616
2012/8/17,'000001,上证指数,2114.891,2120.714,2100.787,2111.653,2112.197,2.694,0.1275,44390634,39157482604
2012/8/20,'000001,上证指数,2106.957,2110.78,2089.018,2102.231,2114.891,-7.934,-0.3751,46717499,39258125490
2012/8/21,'000001,上证指数,2118.268,2124.195,2103.071,2106.381,2106.957,11.311,0.5368,60756505,51476983797
2012/8/22,'000001,上证指数,2107.711,2121.149,2097.605,2118.881,2118.268,-10.557,-0.4984,58441412,48951230033
2012/8/23,'000001,上证指数,2113.072,2118.736,2097.083,2106.96,2107.711,5.361,0.2544,58472299,50332396315
2012/8/24,'000001,上证指数,2092.104,2109.822,2089.217,2108.36,2113.072,-20.968,-0.9923,60178948,49673673016
2012/8/27,'000001,上证指数,2055.708,2085.373,2055.377,2085.373,2092.104,-36.396,-1.7397,60314833,47863250945
2012/8/28,'000001,上证指数,2073.154,2083.956,2052.492,2054.967,2055.708,17.446,0.8487,54422104,42097864049
2012/8/29,'000001,上证指数,2053.235,2073.949,2051.775,2066.82,2073.154,-19.919,-0.9608,52209808,41622140056
2012/8/30,'000001,上证指数,2052.585,2060.185,2032.537,2044.033,2053.235,-0.65,-0.0317,61963792,50764221756
2012/8/31,'000001,上证指数,2047.522,2059.302,2044.65,2046.289,2052.585,-5.063,-0.2467,46143904,35269787928
2012/9/3,'000001,上证指数,2059.147,2066.78,2041.161,2044.825,2047.522,11.625,0.5678,60635498,47911475436
2012/9/4,'000001,上证指数,2043.649,2063.817,2039.266,2060.613,2059.147,-15.498,-0.7526,57462184,47574484927
2012/9/5,'000001,上证指数,2037.681,2048.319,2029.054,2038.873,2043.649,-5.968,-0.292,57649803,44886467552
2012/9/6,'000001,上证指数,2051.918,2052.95,2036.366,2040.668,2037.681,14.237,0.6987,56091817,42728537035
2012/9/7,'000001,上证指数,2127.762,2145.003,2062.99,2062.99,2051.918,75.844,3.6962,139932624,1.11E+11
2012/9/10,'000001,上证指数,2134.893,2140.168,2120.486,2128.065,2127.762,7.131,0.3351,103580026,86110737817
2012/9/11,'000001,上证指数,2120.554,2127.519,2107.219,2127.519,2134.893,-14.339,-0.6716,80426638,65762864356
2012/9/12,'000001,上证指数,2126.554,2137.89,2109.137,2129.687,2120.554,6,0.2829,84114742,69157408695
2012/9/13,'000001,上证指数,2110.379,2130.079,2109.996,2123.84,2126.554,-16.175,-0.7606,79044972,64590831355
2012/9/14,'000001,上证指数,2123.847,2136.226,2111.12,2127.389,2110.379,13.468,0.6382,91248271,76179406828
2012/9/17,'000001,上证指数,2078.5,2121.583,2077.484,2120.617,2123.847,-45.347,-2.1351,76392233,62461134375
2012/9/18,'000001,上证指数,2059.543,2074.762,2053.662,2069.343,2078.5,-18.957,-0.9121,53794850,43632379817
2012/9/19,'000001,上证指数,2067.831,2069.95,2055.198,2061.061,2059.543,8.288,0.4024,52243629,43550876130
2012/9/20,'000001,上证指数,2024.837,2060.306,2023.085,2060.306,2067.831,-42.994,-2.0792,67482659,53959071020
2012/9/21,'000001,上证指数,2026.69,2041.948,2018.263,2020.554,2024.837,1.853,0.0915,60289456,47695123366
2012/9/24,'000001,上证指数,2033.192,2040.85,2005.263,2015.767,2026.69,6.502,0.3208,57637779,45575601287
2012/9/25,'000001,上证指数,2029.293,2039.096,2021.809,2028.633,2033.192,-3.899,-0.1918,48219408,38445162494
2012/9/26,'000001,上证指数,2004.172,2033.036,1999.484,2027.855,2029.293,-25.121,-1.2379,50400828,38415066392
2012/9/27,'000001,上证指数,2056.323,2068.071,2002.324,2003.099,2004.172,52.151,2.6021,76691457,60338935875
2012/9/28,'000001,上证指数,2086.169,2089.633,2040.35,2042.886,2056.323,29.846,1.4514,79448952,64802323507
2012/10/8,'000001,上证指数,2074.419,2096.259,2063.089,2084.849,2086.169,-11.75,-0.5632,55131612,44793732470
2012/10/9,'000001,上证指数,2115.23,2119.336,2081.589,2081.589,2074.419,40.811,1.9673,84563788,67520373269
2012/10/10,'000001,上证指数,2119.942,2121.992,2102.535,2111.587,2115.23,4.712,0.2228,78912035,60531573749
2012/10/11,'000001,上证指数,2102.868,2117.839,2101.14,2114.232,2119.942,-17.074,-0.8054,74497029,56744435900
2012/10/12,'000001,上证指数,2104.932,2127.307,2092.511,2109.07,2102.868,2.064,0.0982,68262972,51434044796
2012/10/15,'000001,上证指数,2098.703,2107.199,2085.115,2105.024,2104.932,-6.229,-0.2959,53940751,42308632843
2012/10/16,'000001,上证指数,2098.808,2111.78,2089.695,2097.05,2098.703,0.105,0.005,57818438,47242197205
2012/10/17,'000001,上证指数,2105.618,2113.162,2088.044,2104.28,2098.808,6.81,0.3245,59874065,47070596465
2012/10/18,'000001,上证指数,2131.688,2137.686,2107.492,2108.498,2105.618,26.07,1.2381,87191092,65711759568
2012/10/19,'000001,上证指数,2128.302,2136.869,2125.736,2129.82,2131.688,-3.386,-0.1588,67641279,50605600280
2012/10/22,'000001,上证指数,2132.758,2138.027,2112.752,2118.521,2128.302,4.456,0.2094,60117222,47534435094
2012/10/23,'000001,上证指数,2114.447,2136.218,2111.923,2132.108,2132.758,-18.311,-0.8586,72683806,54013091665
2012/10/24,'000001,上证指数,2115.99,2123.998,2104.67,2106.83,2114.447,1.543,0.073,72886618,49728088898
2012/10/25,'000001,上证指数,2101.58,2128.74,2100.609,2114.764,2115.99,-14.41,-0.681,85393109,55690216572
2012/10/26,'000001,上证指数,2066.209,2102.162,2058.063,2100.1,2101.58,-35.371,-1.6831,78606435,54248873731
2012/10/29,'000001,上证指数,2058.943,2068.237,2053.092,2061.847,2066.209,-7.266,-0.3517,53635009,39078111019
2012/10/30,'000001,上证指数,2062.347,2075.905,2054.264,2059.202,2058.943,3.404,0.1653,60569092,42767334901
2012/10/31,'000001,上证指数,2068.88,2070.479,2053.583,2061.124,2062.347,6.533,0.3168,59527234,43159088527
2012/11/1,'000001,上证指数,2104.428,2109.496,2069.947,2070.02,2068.88,35.548,1.7182,82886670,62606643902
2012/11/2,'000001,上证指数,2117.046,2119.224,2096.531,2105.449,2104.428,12.618,0.5996,76557220,55869885523
2012/11/5,'000001,上证指数,2114.027,2123.327,2104.584,2113.328,2117.046,-3.019,-0.1426,71538762,53222132005
2012/11/6,'000001,上证指数,2105.999,2114.791,2078.472,2113.658,2114.027,-8.028,-0.3797,71343850,53697998810
2012/11/7,'000001,上证指数,2105.73,2112.631,2093.289,2102.419,2105.999,-0.269,-0.0128,59380128,47163781132
2012/11/8,'000001,上证指数,2071.509,2092.565,2070.65,2091.254,2105.73,-34.221,-1.6251,66594561,49276099893
2012/11/9,'000001,上证指数,2069.067,2077.228,2062.417,2066.495,2071.509,-2.442,-0.1179,54223460,39065354573
2012/11/12,'000001,上证指数,2079.274,2079.571,2061.84,2069.214,2069.067,10.207,0.4933,56694855,42083753188
2012/11/13,'000001,上证指数,2047.889,2078.133,2044.036,2078.133,2079.274,-31.385,-1.5094,61087293,44605159107
2012/11/14,'000001,上证指数,2055.419,2056.488,2040.172,2047.257,2047.889,7.53,0.3677,48093000,35883690655
2012/11/15,'000001,上证指数,2030.29,2053.56,2029.874,2045.456,2055.419,-25.129,-1.2226,50556857,37082797748
2012/11/16,'000001,上证指数,2014.725,2028.686,2001.716,2026.563,2030.29,-15.565,-0.7666,49581680,36821292718
2012/11/19,'000001,上证指数,2016.982,2018.38,1995.721,2013.246,2014.725,2.257,0.112,45327018,36090720201
2012/11/20,'000001,上证指数,2008.923,2023.611,2004.17,2020.433,2016.982,-8.059,-0.3996,42580635,33372963548
2012/11/21,'000001,上证指数,2030.319,2031.149,1995.174,2008.211,2008.923,21.396,1.065,53282021,39658621481
2012/11/22,'000001,上证指数,2015.611,2023.085,2009.72,2021.209,2030.319,-14.708,-0.7244,45577847,33727413953
2012/11/23,'000001,上证指数,2027.384,2034.884,2017.004,2020.015,2015.611,11.773,0.5841,51551469,38278378090
2012/11/26,'000001,上证指数,2017.464,2027.274,2014.029,2023.339,2027.384,-9.92,-0.4893,44779551,33110722038
2012/11/27,'000001,上证指数,1991.165,2014.211,1990.336,2012.075,2017.464,-26.299,-1.3036,56627422,39089182618
2012/11/28,'000001,上证指数,1973.523,1984.863,1968.213,1984.48,1991.165,-17.642,-0.886,50505587,34492569662
2012/11/29,'000001,上证指数,1963.488,1980.556,1961.822,1972.925,1973.523,-10.035,-0.5085,49540088,33179657979
2012/11/30,'000001,上证指数,1980.117,1983.419,1959.334,1961.815,1963.488,16.629,0.8469,56893416,37739106755
2012/12/3,'000001,上证指数,1959.767,1988.191,1957.884,1977.254,1980.117,-20.35,-1.0277,61653375,43027553647
2012/12/4,'000001,上证指数,1975.143,1980.119,1949.457,1956.616,1959.767,15.376,0.7846,62378123,43054547446
2012/12/5,'000001,上证指数,2031.907,2040.604,1970.202,1973.107,1975.143,56.764,2.8739,119973040,85475970222
2012/12/6,'000001,上证指数,2029.237,2036.609,2018.379,2029.562,2031.907,-2.67,-0.1314,81459219,58452526304
2012/12/7,'000001,上证指数,2061.786,2065.745,2023.961,2028.766,2029.237,32.549,1.604,115157289,82158975512
2012/12/10,'000001,上证指数,2083.77,2087.007,2064.615,2067.324,2061.786,21.984,1.0663,115383226,81469437287
2012/12/11,'000001,上证指数,2074.704,2088.635,2070.192,2077.557,2083.77,-9.066,-0.4351,93370830,67930370635
2012/12/12,'000001,上证指数,2082.726,2085.934,2066.391,2073.271,2074.704,8.022,0.3867,78559142,57115139819
2012/12/13,'000001,上证指数,2061.476,2081.363,2059.472,2077.416,2082.726,-21.25,-1.0203,72272324,52179639438
2012/12/14,'000001,上证指数,2150.625,2152.496,2062.543,2062.689,2061.476,89.149,4.3245,160873812,1.18E+11
2012/12/17,'000001,上证指数,2160.342,2169.57,2151.936,2152.097,2150.625,9.717,0.4518,144242218,1.11E+11
2012/12/18,'000001,上证指数,2162.464,2183.714,2144.733,2155.858,2160.342,2.122,0.0982,126099467,99028894174
2012/12/19,'000001,上证指数,2162.239,2175.395,2154.287,2158.67,2162.464,-0.225,-0.0104,94391522,75813180710
2012/12/20,'000001,上证指数,2168.353,2174.819,2142.951,2156.193,2162.239,6.114,0.2828,99384183,80073490883
2012/12/21,'000001,上证指数,2153.31,2190.398,2148.17,2169.57,2168.353,-15.043,-0.6938,103372872,84574353484
2012/12/24,'000001,上证指数,2159.053,2170.394,2149.825,2150.654,2153.31,5.743,0.2667,78469664,67970651968
2012/12/25,'000001,上证指数,2213.611,2220.263,2146.862,2154.32,2159.053,54.558,2.5269,143327708,1.15E+11
2012/12/26,'000001,上证指数,2219.132,2220.475,2206.787,2211.594,2213.611,5.521,0.2494,121858630,97153766055
2012/12/27,'000001,上证指数,2205.897,2234.724,2204.79,2223.655,2219.132,-13.235,-0.5964,129023501,1.00E+11
2012/12/28,'000001,上证指数,2233.252,2234.869,2204.003,2207.913,2205.897,27.355,1.2401,115924934,91970152857
2012/12/31,'000001,上证指数,2269.128,2269.512,2236.461,2236.461,2233.252,35.876,1.6064,128031402,1.06E+11
2013/1/4,'000001,上证指数,2276.992,2296.113,2256.56,2289.51,2269.128,7.864,0.3466,139469931,1.15E+11
2013/1/7,'000001,上证指数,2285.364,2293.317,2266.862,2271.663,2276.992,8.372,0.3677,118162813,96872865891
2013/1/8,'000001,上证指数,2276.07,2289.139,2262.979,2284.654,2285.364,-9.294,-0.4067,122907877,1.06E+11
2013/1/9,'000001,上证指数,2275.34,2283.896,2259.051,2271.299,2276.07,-0.73,-0.0321,122014924,1.03E+11
2013/1/10,'000001,上证指数,2283.658,2295.484,2268.648,2274.377,2275.34,8.318,0.3656,120066676,98236402918
2013/1/11,'000001,上证指数,2242.997,2290.205,2234.947,2285.185,2283.658,-40.661,-1.7805,125068275,1.02E+11
2013/1/14,'000001,上证指数,2311.74,2317.617,2235.107,2236.288,2242.997,68.743,3.0648,144749889,1.24E+11
2013/1/15,'000001,上证指数,2325.682,2332.783,2309.323,2312.468,2311.74,13.942,0.6031,165645981,1.41E+11
2013/1/16,'000001,上证指数,2309.499,2326.764,2279.507,2322.158,2325.682,-16.183,-0.6958,153511167,1.33E+11
2013/1/17,'000001,上证指数,2284.909,2305.602,2275.877,2305.14,2309.499,-24.59,-1.0647,119101835,1.03E+11
2013/1/18,'000001,上证指数,2317.07,2324.509,2285.972,2295.809,2284.909,32.161,1.4075,125438026,1.05E+11
2013/1/21,'000001,上证指数,2328.221,2329.581,2305.099,2321.49,2317.07,11.151,0.4813,134680458,1.13E+11
2013/1/22,'000001,上证指数,2315.139,2335.806,2301.301,2326.49,2328.221,-13.082,-0.5619,149466584,1.23E+11
2013/1/23,'000001,上证指数,2320.911,2325.118,2296.491,2308.521,2315.139,5.772,0.2493,118179722,96956218661
2013/1/24,'000001,上证指数,2302.598,2362.943,2287.296,2320.258,2320.911,-18.313,-0.789,161031674,1.36E+11
2013/1/25,'000001,上证指数,2291.304,2308.38,2288.262,2300.001,2302.598,-11.294,-0.4905,92605741,80267388572
2013/1/28,'000001,上证指数,2346.505,2346.921,2295.352,2295.352,2291.304,55.201,2.4092,128383760,1.17E+11
2013/1/29,'000001,上证指数,2358.977,2363.797,2337.353,2347.215,2346.505,12.472,0.5315,141853934,1.25E+11
2013/1/30,'000001,上证指数,2382.475,2383.763,2347.89,2360.748,2358.977,23.498,0.9961,149878907,1.25E+11
2013/1/31,'000001,上证指数,2385.422,2391.821,2371.226,2383.426,2382.475,2.947,0.1237,139707892,1.16E+11
2013/2/1,'000001,上证指数,2419.02,2421.154,2369.57,2377.414,2385.422,33.598,1.4085,140818172,1.26E+11
2013/2/4,'000001,上证指数,2428.154,2440.376,2417.585,2425.921,2419.02,9.134,0.3776,167551402,1.53E+11
2013/2/5,'000001,上证指数,2433.13,2437.415,2403.302,2411.001,2428.154,4.976,0.2049,150754505,1.27E+11
2013/2/6,'000001,上证指数,2434.477,2441.726,2427.699,2432.677,2433.13,1.347,0.0554,116579966,1.05E+11
2013/2/7,'000001,上证指数,2418.53,2433.893,2394.218,2430.688,2434.477,-15.947,-0.655,120008634,1.09E+11
2013/2/8,'000001,上证指数,2432.402,2443.032,2414.398,2416.619,2418.53,13.872,0.5736,109070386,98965224617
2013/2/18,'000001,上证指数,2421.558,2444.804,2415.429,2441.906,2432.402,-10.844,-0.4458,116174994,1.04E+11
2013/2/19,'000001,上证指数,2382.914,2427.075,2373.535,2420.265,2421.558,-38.644,-1.5958,123473334,1.06E+11
2013/2/20,'000001,上证指数,2397.178,2397.941,2370.608,2383.493,2382.914,14.264,0.5986,110280577,97222298954
2013/2/21,'000001,上证指数,2325.951,2378.822,2309.171,2378.822,2397.178,-71.227,-2.9713,144059478,1.27E+11
2013/2/22,'000001,上证指数,2314.164,2330.879,2308.76,2322.94,2325.951,-11.787,-0.5068,96981828,87579820983
2013/2/25,'000001,上证指数,2325.819,2338.78,2315.012,2320.618,2314.164,11.655,0.5036,88367374,77642340941
2013/2/26,'000001,上证指数,2293.341,2340.709,2289.887,2313.74,2325.819,-32.478,-1.3964,117638667,1.06E+11
2013/2/27,'000001,上证指数,2313.22,2324.627,2292.034,2297.767,2293.341,19.879,0.8668,97824887,88262924234
